# Mt Hood Test Site (651)
# Oregon  SNOTEL Site - 5370 ft
# Daily Data for Period of Record
#
# (As of: Mon Nov 10 19:54:47 PST 2014)
#  **Provisional data, subject to revision**
#
Date,Snow Water Equivalent (in),Precipitation Accumulation (in),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1988-02-10,34.8,46.4,30,30,30,0.40
1988-02-11,35.0,46.8,37,30,33,0.10
1988-02-12,35.0,46.9,42,24,33,0.70
1988-02-13,36.0,47.6,24,20,22,0.20
1988-02-14,36.3,47.8,34,20,28,0.90
1988-02-15,37.3,48.7,28,21,23,1.20
1988-02-16,39.3,49.9,25,18,21,0.50
1988-02-17,39.4,50.4,27,22,25,1.20
1988-02-18,40.9,51.6,22,18,20,0.00
1988-02-19,40.9,51.6,45,24,35,0.10
1988-02-20,41.0,51.7,55,37,44,0.00
1988-02-21,41.0,51.7,46,29,39,0.00
1988-02-22,41.0,51.7,42,28,35,0.00
1988-02-23,41.0,51.7,42,28,36,0.00
1988-02-24,41.0,51.7,50,31,39,0.00
1988-02-25,41.0,51.7,48,36,42,0.00
1988-02-26,41.0,51.7,47,39,43,0.00
1988-02-27,41.0,51.7,53,38,44,0.00
1988-02-28,41.0,51.7,48,31,40,0.50
1988-02-29,41.4,52.2,42,30,34,0.50
1988-03-01,41.7,52.7,31,25,29,0.10
1988-03-02,41.7,52.8,34,24,29,0.40
1988-03-03,42.2,53.2,29,18,23,0.20
1988-03-04,42.2,53.4,34,23,30,0.40
1988-03-05,42.5,53.8,27,19,24,0.70
1988-03-06,43.3,54.5,24,16,19,0.20
1988-03-07,43.5,54.7,35,15,25,0.20
1988-03-08,43.6,54.9,35,22,31,1.10
1988-03-09,45.1,56.0,23,16,20,1.00
1988-03-10,46.9,57.0,23,14,18,0.50
1988-03-11,46.9,57.5,30,16,23,0.10
1988-03-12,47.0,57.6,35,15,24,0.00
1988-03-13,47.0,57.6,40,23,31,0.00
1988-03-14,47.0,57.6,33,21,28,0.00
1988-03-15,47.0,57.6,24,18,22,0.00
1988-03-16,47.0,57.6,37,25,30,0.00
1988-03-17,47.0,57.6,47,31,38,0.00
1988-03-18,47.0,57.6,56,31,40,0.00
1988-03-19,47.0,57.6,45,25,33,0.00
1988-03-20,47.1,57.6,27,21,24,0.50
1988-03-21,47.4,58.1,23,20,21,0.30
1988-03-22,47.8,58.4,29,20,25,0.90
1988-03-23,49.1,59.3,25,19,21,1.10
1988-03-24,51.1,60.4,27,18,23,0.70
1988-03-25,54.0,61.1,32,27,29,2.60
1988-03-26,54.6,63.7,33,15,26,1.40
1988-03-27,56.7,65.1,17,15,16,1.30
1988-03-28,57.7,66.4,26,14,20,1.00
1988-03-29,58.8,67.4,22,18,20,1.40
1988-03-30,60.6,68.8,28,18,22,0.30
1988-03-31,60.7,69.1,40,21,31,0.00
1988-04-01,60.7,69.1,40,21,31,0.10
1988-04-02,60.9,69.2,33,28,30,1.20
1988-04-03,61.6,70.4,30,18,22,1.10
1988-04-04,62.9,71.5,24,16,20,0.70
1988-04-05,63.6,72.2,33,21,29,0.10
1988-04-06,63.6,72.3,33,32,33,0.70
1988-04-07,63.9,73.0,24,16,19,0.20
1988-04-08,64.0,73.2,33,12,23,0.00
1988-04-09,64.0,73.2,28,25,27,0.10
1988-04-10,63.8,73.3,58,35,44,0.00
1988-04-11,63.2,73.3,58,38,46,0.00
1988-04-12,62.5,73.3,56,38,45,0.00
1988-04-13,62.0,73.3,50,28,38,0.00
1988-04-14,61.6,73.3,42,26,31,0.10
1988-04-15,61.2,73.4,51,32,40,0.00
1988-04-16,60.4,73.4,42,29,34,0.00
1988-04-17,59.7,73.4,29,23,25,0.00
1988-04-18,59.6,73.4,36,15,26,0.00
1988-04-19,59.2,73.4,33,27,29,0.30
1988-04-20,58.6,73.7,31,24,28,0.90
1988-04-21,59.5,74.6,26,20,24,0.90
1988-04-22,60.1,75.5,28,19,23,0.10
1988-04-23,60.1,75.6,26,21,23,0.40
1988-04-24,60.5,76.0,27,19,22,0.20
1988-04-25,60.6,76.2,38,15,26,0.10
1988-04-26,60.5,76.3,44,23,32,0.10
1988-04-27,60.0,76.4,47,31,36,1.10
1988-04-28,59.6,77.5,41,30,35,0.50
1988-04-29,59.6,78.0,31,20,26,0.80
1988-04-30,60.6,78.8,27,19,21,1.10
1988-05-01,61.9,79.9,28,18,22,0.50
1988-05-02,62.2,80.4,30,23,26,0.50
1988-05-03,61.8,80.9,32,21,25,0.30
1988-05-04,62.9,81.2,33,16,25,0.20
1988-05-05,63.0,81.4,29,27,28,0.10
1988-05-06,63.0,81.5,31,23,27,0.10
1988-05-07,63.0,81.6,38,25,31,0.10
1988-05-08,63.0,81.7,41,29,34,0.40
1988-05-09,63.0,82.1,41,28,35,0.00
1988-05-10,62.5,82.1,57,37,47,0.10
1988-05-11,61.0,82.2,50,48,48,0.00
1988-05-12,60.4,82.2,60,30,46,0.30
1988-05-13,59.9,82.5,33,29,30,0.90
1988-05-14,59.9,83.4,42,29,34,0.10
1988-05-15,59.1,83.5,58,34,44,0.00
1988-05-16,57.7,83.5,31,24,27,0.30
1988-05-17,57.9,83.8,34,24,28,0.40
1988-05-18,58.0,84.2,34,26,30,0.30
1988-05-19,57.9,84.5,49,26,36,0.10
1988-05-20,57.1,84.6,36,33,34,0.00
1988-05-21,56.5,84.6,62,39,51,0.00
1988-05-22,55.5,84.6,47,45,46,0.00
1988-05-23,54.4,84.6,44,20,30,0.00
1988-05-24,53.1,84.6,52,24,37,0.00
1988-05-25,51.6,84.6,47,32,38,0.00
1988-05-26,50.7,84.6,47,32,38,0.10
1988-05-27,49.8,84.7,40,33,36,0.50
1988-05-28,49.0,85.2,36,20,30,0.70
1988-05-29,49.0,85.9,29,18,24,0.20
1988-05-30,48.9,86.1,31,21,26,0.30
1988-05-31,48.7,86.4,33,28,31,0.60
1988-06-01,48.3,87.0,32,27,29,0.30
1988-06-02,48.2,87.3,42,29,34,0.50
1988-06-03,48.1,87.8,36,25,29,0.30
1988-06-04,47.8,88.1,32,25,27,0.20
1988-06-05,47.8,88.3,30,21,26,0.00
1988-06-06,47.5,88.3,34,23,28,0.70
1988-06-07,47.2,89.0,32,26,28,0.10
1988-06-08,46.8,89.1,35,24,30,0.10
1988-06-09,46.3,89.2,38,28,33,0.20
1988-06-10,46.1,89.4,35,26,30,0.00
1988-06-11,46.0,89.4,50,26,37,0.00
1988-06-12,45.7,89.4,48,33,39,0.00
1988-06-13,43.9,89.4,56,37,47,0.00
1988-06-14,41.7,89.4,62,46,53,0.00
1988-06-15,38.7,89.4,65,47,55,0.00
1988-06-16,36.3,89.4,63,42,52,0.00
1988-06-17,34.3,89.4,56,40,46,0.00
1988-06-18,32.0,89.4,56,37,46,0.00
1988-06-19,29.5,89.4,67,46,55,0.00
1988-06-20,27.3,89.4,61,44,52,0.00
1988-06-21,24.8,89.4,64,46,54,0.00
1988-06-22,22.3,89.4,49,46,48,0.00
1988-06-23,20.1,89.4,54,40,47,0.00
1988-06-24,17.8,89.4,67,43,55,0.00
1988-06-25,15.4,89.4,55,51,53,0.00
1988-06-26,13.7,89.4,49,36,42,0.00
1988-06-27,11.4,89.4,42,31,36,0.00
1988-06-28,9.6,89.4,38,28,31,0.20
1988-06-29,9.3,89.6,40,28,33,0.30
1988-06-30,8.6,89.9,56,34,45,0.00
1988-07-01,6.1,89.9,60,39,48,0.00
1988-07-02,3.6,89.9,48,41,46,0.20
1988-07-03,1.3,90.1,49,33,40,0.10
1988-07-04,0.0,90.2,45,30,36,0.00
1988-07-05,0.0,90.2,33,29,30,0.50
1988-07-06,0.0,90.7,52,28,39,0.00
1988-07-07,0.0,90.7,68,40,54,0.00
1988-07-08,0.0,90.7,72,50,59,0.00
1988-07-09,0.0,90.7,66,48,57,0.00
1988-07-10,0.0,90.7,63,46,54,0.00
1988-07-11,0.0,90.7,45,38,39,0.10
1988-07-12,0.0,90.8,43,38,40,0.50
1988-07-13,0.0,91.3,45,39,42,0.20
1988-07-14,0.0,91.5,51,36,42,0.00
1988-07-15,0.0,91.5,52,40,45,0.00
1988-07-16,0.0,91.5,59,39,49,0.00
1988-07-17,0.0,91.5,62,46,53,0.00
1988-07-18,0.0,91.5,68,47,59,0.00
1988-07-19,0.0,91.5,73,59,65,0.00
1988-07-20,0.0,91.5,79,58,67,0.00
1988-07-21,0.0,91.5,70,56,63,0.00
1988-07-22,0.0,91.5,64,46,56,0.00
1988-07-23,0.0,91.5,67,42,55,0.00
1988-07-24,0.0,91.5,76,53,64,0.00
1988-07-25,0.0,91.5,76,57,67,0.00
1988-07-26,0.0,91.5,79,59,69,0.00
1988-07-27,0.0,91.5,66,52,59,0.00
1988-07-28,0.0,91.5,64,49,56,0.00
1988-07-29,0.0,91.5,69,52,60,0.00
1988-07-30,0.0,91.5,70,53,60,0.00
1988-07-31,0.0,91.5,58,42,51,0.00
1988-08-01,0.0,91.5,51,32,42,0.00
1988-08-02,0.0,91.5,57,42,50,0.00
1988-08-03,0.0,91.5,67,52,58,0.00
1988-08-04,0.0,91.5,74,53,62,0.00
1988-08-05,0.0,91.5,60,42,53,0.00
1988-08-06,0.0,91.5,41,34,37,0.00
1988-08-07,0.0,91.5,58,42,49,0.00
1988-08-08,0.0,91.5,67,46,56,0.00
1988-08-09,0.0,91.5,65,52,57,0.00
1988-08-10,0.0,91.5,61,46,53,0.10
1988-08-11,0.0,91.6,63,46,53,0.00
1988-08-12,0.0,91.6,64,48,54,0.00
1988-08-13,0.0,91.6,52,39,46,0.00
1988-08-14,0.0,91.6,59,39,49,0.00
1988-08-15,0.0,91.6,50,39,44,0.00
1988-08-16,0.0,91.6,53,42,45,0.00
1988-08-17,0.0,91.6,46,38,42,0.00
1988-08-18,0.0,91.6,60,33,46,0.00
1988-08-19,0.0,91.6,60,44,50,0.00
1988-08-20,0.0,91.6,56,39,47,0.00
1988-08-21,0.0,91.6,63,45,52,0.00
1988-08-22,0.0,91.6,56,53,56,0.00
1988-08-23,0.0,91.6,73,56,65,0.00
1988-08-24,0.0,91.6,71,54,65,0.00
1988-08-25,0.0,91.6,54,51,52,0.00
1988-08-26,0.0,91.6,68,52,58,0.00
1988-08-27,0.0,91.6,69,50,60,0.00
1988-08-28,0.0,91.6,75,58,64,0.00
1988-08-29,0.0,91.6,60,39,53,0.00
1988-08-30,0.0,91.6,61,42,51,0.00
1988-08-31,0.0,91.6,65,46,56,0.00
1988-09-01,0.0,91.6,69,56,63,0.00
1988-09-02,0.0,91.6,79,64,71,0.00
1988-09-03,0.0,91.6,83,65,73,0.00
1988-09-04,0.0,91.6,83,64,73,0.00
1988-09-05,0.0,91.6,71,54,64,0.10
1988-09-06,0.0,91.7,56,40,49,0.10
1988-09-07,0.0,91.8,52,35,42,0.00
1988-09-08,0.0,91.8,66,43,52,0.00
1988-09-09,0.0,91.8,53,28,45,0.00
1988-09-10,0.0,91.8,42,25,33,0.00
1988-09-11,0.0,91.8,47,38,42,0.00
1988-09-12,0.0,91.8,53,42,48,0.00
1988-09-13,0.0,91.8,63,46,55,0.00
1988-09-14,0.0,91.8,67,47,54,0.00
1988-09-15,0.0,91.8,51,34,44,0.10
1988-09-16,0.0,91.9,34,22,29,0.30
1988-09-17,0.0,92.2,29,20,26,0.60
1988-09-18,0.0,92.8,47,24,33,0.90
1988-09-19,0.0,93.7,36,30,32,0.50
1988-09-20,0.0,94.2,37,29,32,0.20
1988-09-21,0.0,94.4,49,28,36,0.00
1988-09-22,0.0,94.4,51,32,40,0.00
1988-09-23,0.0,94.4,42,37,39,0.00
1988-09-24,0.0,94.4,51,37,42,0.00
1988-09-25,0.0,94.4,40,36,38,0.20
1988-09-26,0.0,94.6,41,34,37,1.10
1988-09-27,0.0,95.7,35,30,32,0.10
1988-09-28,0.0,95.8,57,30,45,0.00
1988-09-29,0.0,95.8,53,50,51,0.00
1988-09-30,0.0,95.8,69,32,,0.00
1988-10-01,0.0,0.0,67,32,,0.00
1988-10-02,0.0,0.0,68,32,,0.00
1988-10-03,0.0,0.0,71,32,,0.00
1988-10-04,0.0,0.0,69,32,,0.00
1988-10-05,0.0,0.0,67,32,,0.00
1988-10-06,0.0,0.0,70,32,,0.00
1988-10-07,0.0,0.0,68,32,,0.00
1988-10-08,0.0,0.0,68,32,,0.00
1988-10-09,0.0,0.0,67,32,,0.00
1988-10-10,0.0,0.0,67,32,,0.00
1988-10-11,0.0,0.0,69,32,,0.00
1988-10-12,0.0,0.0,71,32,,0.00
1988-10-13,0.0,0.0,70,32,,0.20
1988-10-14,0.0,0.2,72,32,,0.80
1988-10-15,0.0,1.0,70,32,,0.50
1988-10-16,0.0,1.5,70,32,,0.20
1988-10-17,0.0,1.7,69,32,,0.10
1988-10-18,0.0,1.8,68,32,,0.30
1988-10-19,0.0,2.1,68,32,,0.30
1988-10-20,0.0,2.4,71,32,,0.00
1988-10-21,0.0,2.4,67,32,,0.20
1988-10-22,0.0,2.6,68,32,,0.00
1988-10-23,0.0,2.6,71,32,,0.00
1988-10-24,0.0,2.6,71,32,,0.00
1988-10-25,0.0,2.6,71,32,,0.00
1988-10-26,0.0,2.6,66,32,,0.00
1988-10-27,0.0,2.6,67,32,,0.00
1988-10-28,0.0,2.6,68,32,,0.00
1988-10-29,0.0,2.6,69,32,,0.00
1988-10-30,0.0,2.6,71,32,,0.00
1988-10-31,0.0,2.6,67,32,,0.00
1988-11-01,0.0,2.6,71,32,,0.50
1988-11-02,0.0,3.1,67,32,,1.50
1988-11-03,0.0,4.6,68,32,,1.60
1988-11-04,0.0,6.2,68,32,,0.10
1988-11-05,0.1,6.3,69,32,,1.20
1988-11-06,0.4,7.5,70,32,,0.70
1988-11-07,1.1,8.2,69,32,,0.40
1988-11-08,1.3,8.6,69,32,,0.80
1988-11-09,2.2,9.4,69,32,,0.50
1988-11-10,2.9,9.9,67,32,,1.60
1988-11-11,4.4,11.5,71,32,,0.70
1988-11-12,5.0,12.2,67,32,,1.00
1988-11-13,6.2,13.2,71,32,,0.40
1988-11-14,6.3,13.6,71,32,,0.20
1988-11-15,6.4,13.8,71,32,,0.80
1988-11-16,7.3,14.6,69,32,,0.80
1988-11-17,8.1,15.4,69,32,,0.90
1988-11-18,9.4,16.3,69,32,,0.20
1988-11-19,9.4,16.5,69,32,,1.10
1988-11-20,10.6,17.6,68,32,,0.70
1988-11-21,11.3,18.3,67,32,,1.50
1988-11-22,13.0,19.8,70,32,,2.00
1988-11-23,16.1,21.8,74,32,,0.80
1988-11-24,16.5,22.6,67,32,,2.20
1988-11-25,18.8,24.8,72,32,,1.40
1988-11-26,20.5,26.2,70,32,,0.50
1988-11-27,20.6,26.7,68,32,,1.70
1988-11-28,23.6,28.4,70,32,,0.60
1988-11-29,23.6,29.0,69,32,,0.20
1988-11-30,23.3,29.2,71,32,,0.00
1988-12-01,23.3,29.2,71,32,,0.00
1988-12-02,23.1,29.2,67,32,,0.00
1988-12-03,23.1,29.2,68,32,,0.00
1988-12-04,23.1,29.2,69,32,,0.00
1988-12-05,23.1,29.2,73,32,,0.50
1988-12-06,24.1,29.7,71,32,,1.50
1988-12-07,25.1,31.2,68,32,,0.10
1988-12-08,25.5,31.3,68,32,,0.50
1988-12-09,25.5,31.8,70,32,,0.10
1988-12-10,25.3,31.9,66,32,,0.00
1988-12-11,25.1,31.9,69,32,,0.00
1988-12-12,25.1,31.9,69,32,32,0.30
1988-12-13,25.1,32.2,66,32,,0.40
1988-12-14,25.1,32.6,70,32,,0.20
1988-12-15,24.8,32.8,70,32,,0.00
1988-12-16,24.3,32.8,69,32,,0.00
1988-12-17,24.1,32.8,70,32,,0.00
1988-12-18,24.0,32.8,70,32,,0.70
1988-12-19,24.6,33.5,73,32,,0.30
1988-12-20,24.8,33.8,64,32,,0.60
1988-12-21,25.5,34.4,70,32,,0.90
1988-12-22,26.8,35.3,67,32,,1.30
1988-12-23,28.2,36.6,67,32,,0.90
1988-12-24,29.3,37.5,71,32,,0.40
1988-12-25,29.5,37.9,70,32,,0.20
1988-12-26,29.6,38.1,69,32,,0.20
1988-12-27,29.6,38.3,69,32,,0.00
1988-12-28,29.6,38.3,70,32,,0.10
1988-12-29,29.6,38.4,69,32,,2.60
1988-12-30,32.6,41.0,70,32,,0.80
1988-12-31,33.4,41.8,69,32,,0.40
1989-01-01,33.7,42.2,65,32,,0.30
1989-01-02,34.1,42.5,69,32,,0.80
1989-01-03,34.1,43.3,71,32,,0.20
1989-01-04,34.3,43.5,69,32,,0.10
1989-01-05,34.6,43.6,68,32,,0.50
1989-01-06,35.2,44.1,71,32,,0.60
1989-01-07,35.7,44.7,65,32,,0.30
1989-01-08,36.0,45.0,70,32,,1.80
1989-01-09,37.7,46.8,66,32,,2.30
1989-01-10,42.4,49.1,70,32,,0.00
1989-01-11,45.2,49.1,67,32,,0.70
1989-01-12,47.5,49.8,67,32,,4.70
1989-01-13,48.9,54.5,70,32,,1.10
1989-01-14,48.9,55.6,71,32,,1.10
1989-01-15,50.5,56.7,67,32,,1.20
1989-01-16,53.9,57.9,67,32,,0.10
1989-01-17,54.0,58.0,70,32,,0.20
1989-01-18,54.2,58.2,66,32,,0.20
1989-01-19,54.2,58.4,71,32,,0.10
1989-01-20,54.2,58.5,69,32,,0.50
1989-01-21,54.2,59.0,68,32,,0.50
1989-01-22,54.7,59.5,67,32,,0.60
1989-01-23,56.0,60.1,66,32,,0.00
1989-01-24,56.2,60.1,70,32,,0.10
1989-01-25,56.5,60.2,70,32,,0.00
1989-01-26,56.5,60.2,70,32,,0.20
1989-01-27,56.5,60.4,70,32,,0.00
1989-01-28,56.5,60.4,72,32,,0.00
1989-01-29,56.5,60.4,70,32,,0.20
1989-01-30,56.7,60.6,69,32,,0.70
1989-01-31,57.9,61.3,69,32,,0.90
1989-02-01,58.8,62.2,65,32,,0.50
1989-02-02,59.3,62.7,72,32,,0.00
1989-02-03,59.3,62.7,72,32,,0.10
1989-02-04,59.4,62.8,68,32,,0.10
1989-02-05,59.5,62.9,69,32,,0.20
1989-02-06,59.6,63.1,70,32,,0.00
1989-02-07,59.7,63.1,70,32,,0.00
1989-02-08,59.7,63.1,71,32,,0.10
1989-02-09,59.7,63.2,68,32,,0.00
1989-02-10,59.7,63.2,69,32,,0.10
1989-02-11,59.8,63.3,69,32,,0.10
1989-02-12,59.9,63.4,67,32,,0.00
1989-02-13,59.9,63.4,71,32,,0.00
1989-02-14,59.9,63.4,69,32,,0.00
1989-02-15,59.9,63.4,69,32,,0.20
1989-02-16,60.1,63.6,67,32,,1.50
1989-02-17,61.9,65.1,72,32,,0.70
1989-02-18,62.8,65.8,69,32,,0.20
1989-02-19,63.6,66.0,71,32,,0.20
1989-02-20,63.8,66.2,67,32,,0.70
1989-02-21,65.0,66.9,67,32,,0.20
1989-02-22,65.2,67.1,72,32,,0.30
1989-02-23,65.5,67.4,68,32,,0.10
1989-02-24,65.7,67.5,67,32,,0.00
1989-02-25,65.4,67.5,69,32,,0.00
1989-02-26,65.6,67.5,68,32,,0.00
1989-02-27,65.6,67.5,68,32,,0.00
1989-02-28,65.6,67.5,67,32,,0.10
1989-03-01,65.8,67.6,70,32,,0.60
1989-03-02,66.8,68.2,68,32,,0.40
1989-03-03,67.3,68.6,68,32,,0.00
1989-03-04,67.4,68.6,71,32,,0.40
1989-03-05,68.1,69.0,69,32,,2.00
1989-03-06,69.5,71.0,65,32,,0.40
1989-03-07,71.8,71.4,67,32,,0.10
1989-03-08,69.8,71.5,70,32,,0.10
1989-03-09,69.9,71.6,67,32,,2.30
1989-03-10,70.2,73.9,69,32,,0.10
1989-03-11,70.4,74.0,70,32,,0.10
1989-03-12,70.4,74.1,66,32,,0.50
1989-03-13,71.2,74.6,70,32,,0.90
1989-03-14,72.4,75.5,67,32,,0.70
1989-03-15,73.2,76.2,68,32,,0.40
1989-03-16,73.9,76.6,68,32,,0.40
1989-03-17,74.7,77.0,69,32,,0.40
1989-03-18,75.7,77.4,69,32,,0.30
1989-03-19,76.0,77.7,68,32,,0.90
1989-03-20,76.3,78.6,71,32,,0.80
1989-03-21,76.9,79.4,69,32,,0.40
1989-03-22,76.9,79.8,67,32,,0.20
1989-03-23,76.0,80.0,70,32,,0.10
1989-03-24,75.6,80.1,69,32,,0.40
1989-03-25,75.5,80.5,69,32,,0.40
1989-03-26,76.0,80.9,70,32,,0.60
1989-03-27,76.9,81.5,70,32,,0.70
1989-03-28,77.8,82.2,70,32,,0.60
1989-03-29,78.5,82.8,70,32,,0.90
1989-03-30,79.6,83.7,67,32,,0.30
1989-03-31,80.1,84.0,67,32,,0.20
1989-04-01,80.4,84.2,70,32,,0.80
1989-04-02,82.0,85.0,68,32,,0.40
1989-04-03,82.8,85.4,70,32,,0.10
1989-04-04,83.2,85.5,67,32,,1.70
1989-04-05,83.8,87.2,65,32,,0.40
1989-04-06,84.2,87.6,67,32,,0.00
1989-04-07,84.4,87.6,71,32,,0.10
1989-04-08,84.2,87.7,69,32,,0.00
1989-04-09,83.5,87.7,72,32,,0.00
1989-04-10,83.1,87.7,66,32,,0.00
1989-04-11,82.6,87.7,69,32,,0.00
1989-04-12,82.3,87.7,71,32,,0.00
1989-04-13,82.2,87.7,69,32,,0.00
1989-04-14,81.7,87.7,65,32,,0.00
1989-04-15,81.5,87.7,67,32,,0.00
1989-04-16,80.7,87.7,72,32,,0.00
1989-04-17,80.3,87.7,73,32,,0.00
1989-04-18,80.0,87.7,70,32,,0.30
1989-04-19,80.0,88.0,71,32,,0.40
1989-04-20,80.1,88.4,68,32,,0.30
1989-04-21,80.2,88.7,68,32,,0.10
1989-04-22,79.8,88.8,67,32,,0.20
1989-04-23,78.7,89.0,68,32,,0.00
1989-04-24,78.1,89.0,72,32,,0.10
1989-04-25,78.3,89.1,69,32,,1.60
1989-04-26,78.7,90.7,69,32,,1.10
1989-04-27,79.0,91.8,68,32,,0.00
1989-04-28,79.0,91.8,67,32,,0.00
1989-04-29,79.0,91.8,70,32,,0.10
1989-04-30,79.2,91.9,70,32,,0.30
1989-05-01,79.7,92.2,69,32,,0.00
1989-05-02,79.7,92.2,71,32,,0.00
1989-05-03,79.3,92.2,70,32,,0.00
1989-05-04,79.0,92.2,66,32,,0.00
1989-05-05,78.7,92.2,65,32,,0.00
1989-05-06,78.5,92.2,69,32,,0.00
1989-05-07,78.3,92.2,68,32,,0.00
1989-05-08,76.4,92.2,67,32,,0.00
1989-05-09,74.7,92.2,67,32,,0.30
1989-05-10,73.4,92.5,69,32,,0.40
1989-05-11,72.9,92.9,68,32,,0.10
1989-05-12,71.9,93.0,71,32,,0.00
1989-05-13,71.0,93.0,70,32,,0.00
1989-05-14,69.9,93.0,66,32,,0.10
1989-05-15,69.6,93.1,65,32,,0.00
1989-05-16,69.6,93.1,68,32,,0.00
1989-05-17,69.4,93.1,70,32,,0.20
1989-05-18,68.8,93.3,72,32,,0.50
1989-05-19,68.7,93.8,65,32,,0.20
1989-05-20,67.9,94.0,68,32,,0.00
1989-05-21,67.3,94.0,66,32,,0.00
1989-05-22,66.6,94.0,67,32,,0.20
1989-05-23,66.4,94.2,67,32,,0.60
1989-05-24,66.3,94.8,64,32,,1.10
1989-05-25,66.7,95.9,66,32,,0.30
1989-05-26,67.0,96.2,69,32,,0.20
1989-05-27,66.7,96.4,71,32,,0.50
1989-05-28,66.6,96.9,71,32,,0.10
1989-05-29,66.5,97.0,67,32,,0.30
1989-05-30,66.4,97.3,66,32,,0.00
1989-05-31,66.3,97.3,69,32,,0.00
1989-06-01,66.2,97.3,70,32,,0.00
1989-06-02,66.0,97.3,69,32,,0.00
1989-06-03,65.6,97.3,68,32,,0.30
1989-06-04,63.6,97.6,67,32,,0.00
1989-06-05,59.6,97.6,69,32,,0.00
1989-06-06,57.0,97.6,69,32,,0.00
1989-06-07,54.7,97.6,68,32,,0.00
1989-06-08,52.6,97.6,70,32,,0.00
1989-06-09,50.5,97.6,65,32,,0.00
1989-06-10,48.7,97.6,71,32,,0.00
1989-06-11,46.9,97.6,67,32,,0.00
1989-06-12,44.2,97.6,67,32,,0.00
1989-06-13,41.5,97.6,69,32,,0.00
1989-06-14,40.4,97.6,65,32,,0.20
1989-06-15,39.4,97.8,69,32,,0.00
1989-06-16,38.4,97.8,70,32,,0.00
1989-06-17,37.0,97.8,68,32,,0.00
1989-06-18,35.6,97.8,68,32,,0.00
1989-06-19,34.5,97.8,71,32,,0.90
1989-06-20,33.6,98.7,72,32,,0.10
1989-06-21,33.0,98.8,66,32,,0.00
1989-06-22,32.4,98.8,67,32,,0.00
1989-06-23,30.5,98.8,67,32,,0.00
1989-06-24,26.3,98.8,68,32,,0.00
1989-06-25,22.6,98.8,70,32,,0.00
1989-06-26,19.8,98.8,68,32,,0.00
1989-06-27,17.1,98.8,68,32,,0.00
1989-06-28,16.0,98.8,65,32,,0.00
1989-06-29,15.0,98.8,67,32,,0.20
1989-06-30,14.1,99.0,69,32,,0.00
1989-07-01,12.9,99.0,72,32,,0.00
1989-07-02,12.1,99.0,69,32,,0.00
1989-07-03,9.8,99.0,68,32,,0.00
1989-07-04,7.5,99.0,66,32,,0.00
1989-07-05,4.3,99.0,67,32,,0.00
1989-07-06,2.3,99.0,68,32,,0.00
1989-07-07,1.5,99.0,68,32,,0.00
1989-07-08,1.1,99.0,67,32,,0.00
1989-07-09,0.0,99.0,70,32,,0.00
1989-07-10,0.0,99.0,69,32,,0.00
1989-07-11,0.0,99.0,69,32,,0.00
1989-07-12,0.0,99.0,64,32,,0.00
1989-07-13,0.0,99.0,68,32,,0.00
1989-07-14,0.0,99.0,64,32,,0.00
1989-07-15,0.0,99.0,67,32,,0.00
1989-07-16,0.0,99.0,69,32,,0.60
1989-07-17,0.0,99.6,69,32,,0.00
1989-07-18,0.0,99.6,69,32,,0.00
1989-07-19,0.0,99.6,66,32,,0.00
1989-07-20,0.0,99.6,68,32,,0.00
1989-07-21,0.0,99.6,66,32,,0.00
1989-07-22,0.0,99.6,69,32,,0.00
1989-07-23,0.0,99.6,72,32,,0.00
1989-07-24,0.0,99.6,66,32,,0.00
1989-07-25,0.0,99.6,67,32,,0.00
1989-07-26,0.0,99.6,66,32,,0.00
1989-07-27,0.0,99.6,66,32,,0.00
1989-07-28,0.0,99.6,71,32,,0.00
1989-07-29,0.0,99.6,69,32,,0.00
1989-07-30,0.0,99.6,71,32,,0.00
1989-07-31,0.0,99.6,68,32,,0.00
1989-08-01,0.0,99.6,65,32,,0.60
1989-08-02,0.0,100.2,67,32,,0.40
1989-08-03,0.0,100.6,66,32,,0.00
1989-08-04,0.0,100.6,65,32,,0.00
1989-08-05,0.0,100.6,68,32,,0.00
1989-08-06,0.0,100.6,64,32,,0.00
1989-08-07,0.0,100.6,70,32,,0.00
1989-08-08,0.0,100.6,65,32,,0.30
1989-08-09,0.0,100.9,68,32,,0.20
1989-08-10,0.0,101.1,65,32,,0.00
1989-08-11,0.0,101.1,67,32,,0.00
1989-08-12,0.0,101.1,68,32,,0.00
1989-08-13,0.0,101.1,67,32,,0.00
1989-08-14,0.0,101.1,67,32,,0.00
1989-08-15,0.0,101.1,68,32,,0.00
1989-08-16,0.0,101.1,66,32,,0.10
1989-08-17,0.0,101.2,65,32,,0.00
1989-08-18,0.0,101.2,68,32,,0.00
1989-08-19,0.0,101.2,70,32,,0.10
1989-08-20,0.0,101.3,67,32,,0.00
1989-08-21,0.0,101.3,72,32,,1.10
1989-08-22,0.0,102.4,69,32,,0.50
1989-08-23,0.0,102.9,66,32,,0.30
1989-08-24,0.0,103.2,68,32,,0.00
1989-08-25,0.0,103.2,66,32,,0.00
1989-08-26,0.0,103.2,69,32,,0.00
1989-08-27,0.0,103.2,67,32,,0.00
1989-08-28,0.0,103.2,32,32,,0.10
